,model_name,fold,data_type,criterion,num_trees,run,with_title,f1_IAS,f1_SUA,f1_VA,f1_weighted,f1_macro,f1_micro,recall_IAS,recall_SUA,recall_VA,recall_weighted,recall_macro,recall_micro,precision_IAS,precision_SUA,precision_VA,precision_weighted,precision_macro,precision_micro,accuracy
0,Random Forest,4,MultiLabel,gini,400,0,False,0.7641921397379913,0.23492063492063492,0.11711711711711711,0.4256205632353803,0.37207663059191437,0.493134328358209,0.6591337099811676,0.13553113553113552,0.06280193236714976,0.3390804597701149,0.28582225929315097,0.3390804597701149,0.9090909090909091,0.8809523809523809,0.8666666666666667,0.888363934915659,0.8855699855699856,0.9037199124726477,0.8861386138613861
0,Random Forest,0,MultiLabel,entropy,400,0,False,0.6888361045130641,0.04964539007092199,0.09195402298850575,0.3426533824877853,0.2768118391908306,0.40667094291212313,0.5461393596986818,0.025547445255474453,0.048426150121065374,0.2602627257799672,0.2067043183584072,0.2602627257799672,0.932475884244373,0.875,0.9090909090909091,0.9116167815995957,0.9055222644450941,0.9296187683284457,0.8747249724972497
0,Random Forest,1,MultiLabel,entropy,400,0,False,0.711825487944891,0.13468013468013468,0.08695652173913043,0.36959759073329157,0.3111540481213853,0.43489096573208724,0.5849056603773585,0.072992700729927,0.04589371980676329,0.28653530377668307,0.23459736030468292,0.28653530377668307,0.9090909090909091,0.8695652173913043,0.8260869565217391,0.8719860848796381,0.8682476943346509,0.9018087855297158,0.8766501650165016
0,Random Forest,2,MultiLabel,entropy,400,0,False,0.675577156743621,0.08873720136518772,0.1050228310502283,0.3496299986067119,0.2897790630530123,0.4041184041184041,0.5245283018867924,0.04744525547445255,0.05555555555555555,0.25779967159277506,0.20917637097226685,0.25779967159277506,0.9488054607508533,0.6842105263157895,0.9583333333333334,0.8925210003353682,0.863783106799992,0.9345238095238095,0.8743124312431243
0,Random Forest,3,MultiLabel,entropy,400,0,False,0.6967592592592593,0.0636042402826855,0.07373271889400922,0.3430775614827255,0.27803207281198467,0.41239721695129666,0.5668549905838042,0.03296703296703297,0.03864734299516908,0.2676518883415435,0.21282312218200206,0.2676518883415435,0.9039039039039038,0.9,0.8,0.8677118004704212,0.8679679679679678,0.8980716253443526,0.8743124312431243
0,Random Forest,4,MultiLabel,entropy,400,0,False,0.7197231833910035,0.11683848797250859,0.0871559633027523,0.36958332217114714,0.30790587822208815,0.4366373902132999,0.5875706214689266,0.06227106227106227,0.04589371980676329,0.2857142857142857,0.23191180118225072,0.2857142857142857,0.9285714285714286,0.9444444444444444,0.8636363636363636,0.9100576489739051,0.9122174122174123,0.925531914893617,0.8785753575357536
0,Random Forest,0,MultiLabel,log_loss,500,0,False,0.6888361045130641,0.04964539007092199,0.0963302752293578,0.3441372841096835,0.27827058993778125,0.4076923076923077,0.5461393596986818,0.025547445255474453,0.05084745762711865,0.26108374384236455,0.20751142086042496,0.26108374384236455,0.932475884244373,0.875,0.9130434782608695,0.9129570205710189,0.9068397875017475,0.9298245614035088,0.875
0,Random Forest,1,MultiLabel,log_loss,500,0,False,0.7088607594936709,0.13468013468013468,0.08695652173913043,0.3683075200607574,0.310165805304312,0.4329382407985028,0.5811320754716981,0.072992700729927,0.04589371980676329,0.2848932676518883,0.2333394986694628,0.2848932676518883,0.9085545722713865,0.8695652173913043,0.8260869565217391,0.871752703504969,0.8680689153948099,0.9012987012987013,0.8763751375137514
0,Random Forest,2,MultiLabel,log_loss,500,0,False,0.6739659367396593,0.09523809523809523,0.10933940774487472,0.35185853807359246,0.29284781324087644,0.40514469453376206,0.5226415094339623,0.051094890510948905,0.057971014492753624,0.25862068965517243,0.2105691381458883,0.25862068965517243,0.9486301369863014,0.7,0.96,0.8965631958971589,0.8695433789954338,0.9347181008902077,0.8744499449944995
0,Random Forest,3,MultiLabel,log_loss,500,0,False,0.6883720930232559,0.07042253521126761,0.08256880733944955,0.3439527255718859,0.28045447852465766,0.41012658227848103,0.5574387947269304,0.03663003663003663,0.043478260869565216,0.2660098522167488,0.21251569740884405,0.2660098522167488,0.8996960486322189,0.9090909090909091,0.8181818181818182,0.8740949858233162,0.8756562586349821,0.8950276243093923,0.8740374037403741
0,Random Forest,4,MultiLabel,log_loss,500,0,False,0.7278989667049368,0.11643835616438356,0.0871559633027523,0.3730579567820506,0.3104977620573576,0.44152595372107567,0.5969868173258004,0.06227106227106227,0.04589371980676329,0.28981937602627256,0.23505053313454197,0.28981937602627256,0.9323529411764706,0.8947368421052632,0.8636363636363636,0.9005648802995871,0.8969087156393658,0.926509186351706,0.8794004400440044
0,Random Forest,0,MultiLabel,gini,500,0,False,0.7427937915742794,0.20195439739413681,0.16630196936542668,0.4256500177010321,0.3703500527779476,0.4849939975990396,0.6308851224105462,0.11313868613138686,0.09200968523002422,0.33169129720853857,0.2786778312573191,0.33169129720853857,0.9029649595687331,0.9393939393939394,0.8636363636363636,0.8978244261960222,0.9019984208663455,0.9017857142857143,0.8844884488448845
0,Random Forest,1,MultiLabel,gini,500,0,False,0.751101321585903,0.21221864951768488,0.16993464052287582,0.43233542823057863,0.3777515372088212,0.4922526817640048,0.6433962264150943,0.12043795620437957,0.09420289855072464,0.3390804597701149,0.28601236039006617,0.3390804597701149,0.9021164021164021,0.8918918918918919,0.8666666666666667,0.8877668895731293,0.8868916535583202,0.8978260869565218,0.8842134213421342
0,Random Forest,2,MultiLabel,gini,500,0,False,0.7437641723356009,0.1870967741935484,0.16299559471365638,0.42113276164068514,0.3646188470809352,0.4787363304981774,0.6188679245283019,0.10583941605839416,0.0893719806763285,0.32348111658456485,0.2713597737543415,0.32348111658456485,0.9318181818181818,0.8055555555555556,0.925,0.9010967640277984,0.8874579124579126,0.9205607476635514,0.8838008800880088
0,Random Forest,3,MultiLabel,gini,500,0,False,0.734065934065934,0.15436241610738255,0.1782608695652174,0.41521342412670476,0.35556307324617803,0.47721822541966424,0.6290018832391714,0.08424908424908426,0.09903381642512077,0.32676518883415434,0.27076159463779215,0.32676518883415434,0.8812664907651715,0.92,0.8913043478260869,0.8933600218360477,0.8975236128637528,0.8844444444444445,0.8827007700770076
0,Random Forest,4,MultiLabel,gini,500,0,False,0.7655398037077427,0.24050632911392406,0.11711711711711711,0.42746005755615685,0.3743877499795946,0.4949314251639833,0.6610169491525424,0.1391941391941392,0.06280193236714976,0.34072249589490966,0.28767100690461045,0.34072249589490966,0.9093264248704663,0.8837209302325582,0.8666666666666667,0.8890871474217618,0.8865713405898971,0.9041394335511983,0.8864136413641364
0,Random Forest,0,MultiLabel,entropy,500,0,False,0.6888361045130641,0.04964539007092199,0.0963302752293578,0.3441372841096835,0.27827058993778125,0.4076923076923077,0.5461393596986818,0.025547445255474453,0.05084745762711865,0.26108374384236455,0.20751142086042496,0.26108374384236455,0.932475884244373,0.875,0.9130434782608695,0.9129570205710189,0.9068397875017475,0.9298245614035088,0.875
0,Random Forest,1,MultiLabel,entropy,500,0,False,0.7088607594936709,0.13468013468013468,0.08695652173913043,0.3683075200607574,0.310165805304312,0.4329382407985028,0.5811320754716981,0.072992700729927,0.04589371980676329,0.2848932676518883,0.2333394986694628,0.2848932676518883,0.9085545722713865,0.8695652173913043,0.8260869565217391,0.871752703504969,0.8680689153948099,0.9012987012987013,0.8763751375137514
0,Random Forest,2,MultiLabel,entropy,500,0,False,0.6739659367396593,0.09523809523809523,0.10933940774487472,0.35185853807359246,0.29284781324087644,0.40514469453376206,0.5226415094339623,0.051094890510948905,0.057971014492753624,0.25862068965517243,0.2105691381458883,0.25862068965517243,0.9486301369863014,0.7,0.96,0.8965631958971589,0.8695433789954338,0.9347181008902077,0.8744499449944995
0,Random Forest,3,MultiLabel,entropy,500,0,False,0.6883720930232559,0.07042253521126761,0.08256880733944955,0.3439527255718859,0.28045447852465766,0.41012658227848103,0.5574387947269304,0.03663003663003663,0.043478260869565216,0.2660098522167488,0.21251569740884405,0.2660098522167488,0.8996960486322189,0.9090909090909091,0.8181818181818182,0.8740949858233162,0.8756562586349821,0.8950276243093923,0.8740374037403741
0,Random Forest,4,MultiLabel,entropy,500,0,False,0.7278989667049368,0.11643835616438356,0.0871559633027523,0.3730579567820506,0.3104977620573576,0.44152595372107567,0.5969868173258004,0.06227106227106227,0.04589371980676329,0.28981937602627256,0.23505053313454197,0.28981937602627256,0.9323529411764706,0.8947368421052632,0.8636363636363636,0.9005648802995871,0.8969087156393658,0.926509186351706,0.8794004400440044
0,Random Forest,0,MultiLabel,log_loss,600,0,False,0.6911242603550296,0.05653710247349823,0.10933940774487472,0.3510963248972845,0.2856669235244675,0.4135290363752393,0.5499058380414312,0.029197080291970802,0.05811138014527845,0.2660098522167488,0.21240476615956017,0.2660098522167488,0.9299363057324841,0.8888888888888888,0.9230769230769231,0.9183764393516205,0.9139673725660987,0.9283667621776505,0.8756875687568757
0,Random Forest,1,MultiLabel,log_loss,600,0,False,0.7088607594936709,0.12837837837837837,0.09567198177676538,0.3698522813324319,0.3109703732162716,0.4339152119700748,0.5811320754716981,0.06934306569343066,0.050724637681159424,0.2857142857142857,0.23373325961542937,0.2857142857142857,0.9085545722713865,0.8636363636363636,0.84,0.8751480188343174,0.87073031196925,0.9015544041450777,0.8765126512651266
0,Random Forest,2,MultiLabel,log_loss,600,0,False,0.6787878787878788,0.09523809523809523,0.1050228310502283,0.3524895450801383,0.2930162683587341,0.4071933204881182,0.5283018867924528,0.051094890510948905,0.05555555555555555,0.2602627257799672,0.21165077761965245,0.2602627257799672,0.9491525423728814,0.7,0.9583333333333334,0.896224012690991,0.8691619585687382,0.9351032448377581,0.8747249724972497
0,Random Forest,3,MultiLabel,log_loss,600,0,False,0.6982658959537572,0.0636042402826855,0.07373271889400922,0.34373439570668146,0.278534285043484,0.4134007585335019,0.568738229755179,0.03296703296703297,0.03864734299516908,0.2684729064039409,0.21345086857246032,0.2684729064039409,0.9041916167664671,0.9,0.8,0.8678372319400609,0.8680638722554891,0.8983516483516484,0.8744499449944995
0,Random Forest,4,MultiLabel,log_loss,600,0,False,0.7241379310344828,0.11683848797250859,0.08275862068965517,0.37001331491077377,0.3079116798988822,0.43859649122807015,0.5932203389830508,0.06227106227106227,0.043478260869565216,0.28735632183908044,0.23298988737455942,0.28735632183908044,0.9292035398230089,0.9444444444444444,0.8571428571428571,0.908126072115348,0.9102636138034369,0.9259259259259259,0.8788503850385039
0,Random Forest,0,MultiLabel,gini,600,0,False,0.7422222222222222,0.2077922077922078,0.16666666666666666,0.426837765409194,0.37222703222703224,0.4855769230769231,0.6290018832391714,0.11678832116788321,0.09200968523002422,0.33169129720853857,0.27926662987902623,0.33169129720853857,0.9051490514905149,0.9411764705882353,0.8837209302325582,0.9059878846212532,0.9100154841037694,0.905829596412556,0.8844884488448845
0,Random Forest,1,MultiLabel,gini,600,0,False,0.7552140504939627,0.21153846153846154,0.1615720524017467,0.43112956889791615,0.3761081881447237,0.4925639500297442,0.6490566037735849,0.12043795620437957,0.0893719806763285,0.3399014778325123,0.2862888468847643,0.3399014778325123,0.9028871391076115,0.868421052631579,0.8409090909090909,0.8740672543386293,0.8707390942160939,0.8941684665226782,0.8844884488448845
0,Random Forest,2,MultiLabel,gini,600,0,False,0.7394766780432309,0.1870967741935484,0.16703296703296702,0.4206394120226543,0.36453547308991546,0.4768856447688564,0.6132075471698113,0.10583941605839416,0.09178743961352658,0.3218390804597701,0.27027813428057734,0.3218390804597701,0.9312320916905444,0.8055555555555556,0.926829268292683,0.9014635040159126,0.8878723051795943,0.92018779342723,0.8835258525852585
0,Random Forest,3,MultiLabel,gini,600,0,False,0.7324561403508771,0.17880794701986755,0.16630196936542668,0.4159259403776899,0.3591886855787238,0.47755834829443444,0.6290018832391714,0.0989010989010989,0.09178743961352658,0.3275862068965517,0.27323014058459894,0.3275862068965517,0.8766404199475065,0.9310344827586207,0.8837209302325582,0.8912388685562467,0.897131944312895,0.8807947019867549,0.8825632563256326
